id,name,product,colour,quantity
2056,Ger,paint,green,4
2057,Dan,pencil,black,66
2058,Bob,eraser,purple,54
2059,Ger,paint,red,14
2060,Bob,eraser,purple,77
2061,Carol,pen,red,4
2062,Carol,pencil,black,33
2063,Harriet,pencil,purple,54
2064,Bob,pencil,red,29
2065,Ger,pen,orange,36
2066,Dan,pencil,green,27
2067,Eve,paint,red,2
2068,Alice,pen,black,51
2069,Carol,paper,purple,19
2070,Dan,eraser,white,51
2071,Harriet,pencil,black,17
2072,Dan,eraser,blue,18
2073,Eve,paper,purple,89
2074,Bob,paper,pink,20
2075,Eve,card,red,71
2076,Carol,pen,white,46
2077,Eve,paper,white,83
2078,Fred,card,blue,82
2079,Fred,eraser,black,30
2080,Carol,paper,black,39
2081,Eve,pen,purple,35
2082,Harriet,card,blue,6
2083,Dan,eraser,blue,97
2084,Eve,card,pink,15
2085,Carol,eraser,white,80
2086,Ger,paint,red,91
2087,Dan,paint,white,27
2088,Dan,paper,black,10
2089,Ger,pen,black,29
2090,Bob,eraser,white,21
2091,Eve,pencil,white,82
2092,Ger,paper,orange,23
2093,Fred,card,white,54
2094,Ger,paint,purple,47
2095,Harriet,paper,blue,36
2096,Fred,eraser,black,40
2097,Dan,paint,orange,62
2098,Ger,paper,pink,88
2099,Alice,paper,green,1
2100,Harriet,paper,black,71
2101,Dan,pencil,green,94
2102,Harriet,pencil,red,68
2103,Harriet,eraser,green,6
2104,Dan,pencil,green,62
2105,Dan,paint,pink,75
2106,Bob,paint,pink,2
2107,Dan,pencil,white,70
2108,Fred,eraser,blue,54
2109,Fred,card,white,99
2110,Bob,card,green,50
2111,Fred,pencil,orange,85
2112,Dan,pencil,black,39
2113,Ger,eraser,black,81
2114,Dan,card,white,23
2115,Bob,card,white,27
2116,Alice,card,blue,67
2117,Eve,card,red,10
2118,Harriet,pen,white,83
2119,Dan,pencil,purple,88
2120,Carol,paper,green,93
2121,Bob,card,red,45
2122,Fred,pencil,blue,40
2123,Eve,paint,blue,70
2124,Carol,pencil,white,45
2125,Carol,pen,red,88
2126,Bob,eraser,purple,67
2127,Carol,card,black,9
2128,Ger,card,pink,54
2129,Bob,card,green,75
2130,Dan,pen,purple,30
2131,Ger,pen,black,75
2132,Ger,pen,blue,17
2133,Harriet,pen,purple,7
2134,Ger,paper,red,48
2135,Eve,eraser,white,54
2136,Dan,pen,green,99
2137,Carol,eraser,white,19
2138,Fred,pen,black,68
2139,Fred,card,orange,9
2140,Carol,eraser,black,56
2141,Dan,paint,blue,71
2142,Alice,card,red,8
2143,Alice,pencil,white,37
2144,Fred,eraser,green,13
2145,Eve,card,pink,47
2146,Carol,paper,pink,33
2147,Fred,pencil,blue,35
2148,Harriet,paint,pink,70
2149,Bob,pencil,orange,21
2150,Eve,paint,blue,34
2151,Bob,paper,black,82
2152,Bob,eraser,black,28
2153,Ger,pencil,red,27
2154,Ger,paper,blue,67
2155,Carol,paint,black,15
2156,Bob,paint,red,96
2157,Carol,card,orange,7
2158,Ger,pen,purple,65
2159,Ger,paper,white,54
2160,Harriet,card,black,78
2161,Bob,paper,white,40
2162,Fred,pencil,blue,62
2163,Dan,paint,blue,41
2164,Harriet,pencil,blue,32
2165,Bob,pencil,orange,43
2166,Harriet,card,pink,64
2167,Alice,eraser,white,20
2168,Ger,pen,green,29
2169,Harriet,card,purple,94
2170,Carol,card,black,16
2171,Alice,eraser,blue,68
2172,Carol,pencil,white,15
2173,Carol,paint,red,30
2174,Dan,paint,black,47
2175,Carol,card,pink,83
2176,Eve,card,white,30
2177,Dan,pen,red,53
2178,Eve,paper,pink,93
2179,Fred,card,purple,98
2180,Bob,paint,red,92
2181,Ger,eraser,pink,90
2182,Carol,pen,green,54
2183,Ger,pen,pink,67
2184,Alice,paper,blue,27
2185,Dan,eraser,red,17
2186,Carol,card,pink,7
2187,Alice,paint,red,73
2188,Harriet,pencil,orange,63
2189,Dan,paper,green,11
2190,Carol,card,black,49
2191,Fred,card,blue,90
2192,Ger,paint,red,64
2193,Carol,card,white,84
2194,Alice,pencil,pink,17
2195,Carol,pencil,black,85
2196,Fred,paper,green,61
2197,Ger,pen,orange,81
2198,Alice,paper,purple,10
2199,Dan,paper,green,51
2200,Fred,pencil,purple,7
2201,Bob,pencil,orange,40
2202,Alice,paint,purple,22
2203,Ger,paint,orange,55
2204,Carol,paper,black,15
2205,Ger,card,white,40
2206,Dan,paint,orange,99
2207,Bob,pencil,white,73
2208,Fred,card,purple,52
2209,Eve,eraser,green,42
2210,Alice,paint,red,99
2211,Bob,card,blue,71
2212,Ger,card,green,24
2213,Carol,paper,purple,63
2214,Dan,eraser,blue,9
2215,Harriet,pen,white,61
2216,Bob,eraser,purple,63
2217,Harriet,card,red,95
2218,Dan,pen,pink,74
2219,Bob,paint,blue,80
2220,Bob,paper,blue,96
2221,Harriet,pen,purple,1
2222,Eve,paper,white,16
2223,Dan,pencil,red,66
2224,Harriet,card,black,16
2225,Harriet,card,pink,79
2226,Ger,eraser,blue,39
2227,Eve,card,black,64
2228,Bob,pen,purple,96
2229,Bob,card,pink,84
2230,Harriet,eraser,blue,4
2231,Eve,paper,red,6
2232,Eve,paper,purple,64
2233,Dan,paint,red,55
2234,Dan,card,orange,9
2235,Carol,paint,blue,94
2236,Fred,paint,green,33
2237,Harriet,paper,white,26
2238,Dan,card,green,84
2239,Harriet,pen,purple,15
2240,Carol,card,blue,10
2241,Bob,eraser,red,87
2242,Ger,paint,orange,25
2243,Alice,paper,green,55
2244,Fred,paper,purple,5
2245,Carol,paint,white,61
2246,Alice,card,black,8
2247,Ger,pen,blue,2
2248,Harriet,paper,green,12
2249,Eve,paper,white,36
2250,Eve,eraser,blue,10
2251,Fred,paint,white,84
2252,Carol,paper,purple,10
2253,Harriet,eraser,orange,67
2254,Eve,eraser,blue,96
2255,Ger,paper,black,64
2256,Fred,paper,blue,90
2257,Dan,paint,blue,98
2258,Dan,card,orange,18
2259,Ger,pencil,purple,67
2260,Harriet,card,red,81
2261,Eve,paint,black,37
2262,Harriet,card,pink,17
2263,Ger,eraser,green,87
2264,Ger,card,purple,33
2265,Fred,card,green,19
2266,Alice,pen,white,61
2267,Ger,card,red,88
2268,Carol,paper,white,7
2269,Eve,paint,white,63
2270,Harriet,pencil,red,70
2271,Fred,pencil,orange,65
2272,Alice,pencil,white,2
2273,Eve,eraser,orange,45
2274,Harriet,paint,white,97
2275,Harriet,paper,green,58
2276,Eve,eraser,white,46
2277,Fred,paper,pink,39
2278,Harriet,eraser,white,38
2279,Eve,eraser,blue,3
2280,Eve,card,red,84
2281,Ger,pencil,red,73
2282,Dan,paper,black,3
2283,Dan,paper,black,82
2284,Harriet,paint,orange,74
2285,Eve,pencil,blue,31
2286,Carol,pen,white,66
2287,Carol,eraser,black,25
2288,Fred,card,black,6
2289,Dan,eraser,purple,6
2290,Carol,card,red,23
2291,Carol,paper,pink,54
2292,Ger,pen,orange,9
2293,Ger,pencil,red,57
2294,Dan,eraser,green,33
2295,Dan,card,blue,31
2296,Bob,card,purple,99
2297,Carol,card,black,88
2298,Carol,pencil,pink,67
2299,Carol,card,pink,2
2300,Dan,paint,pink,96
2301,Ger,pencil,green,93
2302,Carol,pencil,black,4
2303,Fred,pencil,red,52
2304,Harriet,eraser,orange,16
2305,Ger,card,purple,73
2306,Dan,paint,white,47
2307,Harriet,pencil,red,37
2308,Bob,eraser,orange,56
2309,Dan,paper,blue,31
2310,Fred,card,red,60
2311,Carol,eraser,black,96
2312,Carol,paint,red,6
2313,Ger,pencil,blue,90
2314,Fred,paint,pink,25
2315,Carol,paper,black,39
2316,Fred,paper,green,65
2317,Harriet,paint,pink,52
2318,Eve,pencil,purple,62
2319,Harriet,eraser,purple,82
2320,Harriet,card,orange,91
2321,Harriet,pen,orange,6
2322,Fred,card,green,63
2323,Dan,paper,white,2
2324,Alice,card,red,11
2325,Bob,pencil,blue,27
2326,Ger,paper,white,28
2327,Carol,pen,black,80
2328,Bob,paint,white,95
2329,Ger,paint,green,38
2330,Fred,eraser,black,49
2331,Harriet,pencil,green,34
2332,Harriet,eraser,red,57
2333,Eve,card,orange,52
2334,Carol,card,pink,88
2335,Alice,card,orange,72
2336,Bob,card,blue,23
2337,Eve,eraser,pink,100
2338,Harriet,paper,orange,14
2339,Dan,pencil,red,94
2340,Dan,paint,blue,85
2341,Eve,paint,blue,70
2342,Dan,paper,orange,17
2343,Carol,pencil,white,45
2344,Dan,card,purple,58
2345,Harriet,card,green,54
2346,Alice,paint,green,2
2347,Harriet,eraser,purple,46
2348,Dan,card,black,42
2349,Carol,eraser,purple,67
2350,Ger,eraser,pink,32
2351,Carol,paper,blue,9
2352,Carol,pencil,blue,83
2353,Harriet,pen,purple,6
2354,Eve,paint,black,74
2355,Fred,pen,pink,56
2356,Dan,card,orange,6
2357,Bob,card,pink,47
2358,Carol,card,purple,27
2359,Harriet,eraser,black,62
2360,Alice,pen,black,3
2361,Bob,eraser,white,2
2362,Bob,card,white,57
2363,Carol,pencil,black,78
2364,Fred,pen,red,12
2365,Ger,card,white,87
2366,Eve,card,pink,34
2367,Dan,pencil,green,54
2368,Eve,paint,white,51
2369,Ger,pencil,orange,69
2370,Fred,pencil,white,40
2371,Carol,eraser,red,29
2372,Harriet,card,black,100
2373,Ger,paper,orange,85
2374,Ger,paint,white,49
2375,Dan,pencil,pink,66
2376,Ger,eraser,white,71
2377,Fred,eraser,orange,67
2378,Harriet,pen,blue,55
2379,Ger,eraser,purple,29
2380,Alice,paper,pink,82
2381,Fred,card,pink,57
2382,Bob,card,orange,89
2383,Eve,paper,white,77
2384,Eve,pencil,blue,30
2385,Alice,eraser,pink,73
2386,Alice,pencil,blue,55
2387,Carol,eraser,green,31
2388,Fred,eraser,black,83
2389,Carol,eraser,purple,31
2390,Carol,pencil,black,51
2391,Harriet,paper,pink,25
2392,Ger,pen,purple,92
2393,Fred,pencil,pink,100
2394,Bob,card,pink,52
2395,Eve,card,white,33
2396,Alice,card,white,20
2397,Alice,paper,blue,96
2398,Fred,card,red,32
2399,Ger,pencil,purple,3
2400,Bob,paint,white,94
2401,Harriet,pen,pink,60
2402,Harriet,paint,pink,88
2403,Harriet,paint,orange,72
2404,Carol,pen,white,7
2405,Eve,paint,blue,66
2406,Carol,paint,orange,21
2407,Ger,paint,purple,62
2408,Fred,eraser,blue,85
2409,Dan,pencil,black,45
2410,Bob,card,orange,87
2411,Harriet,paper,blue,36
2412,Carol,pen,green,76
2413,Alice,paper,pink,29
2414,Eve,eraser,blue,93
2415,Dan,pen,green,71
2416,Bob,pencil,orange,37
2417,Dan,paper,black,31
2418,Harriet,paper,orange,99
2419,Dan,pencil,green,89
2420,Alice,paint,purple,90
2421,Alice,pencil,pink,58
2422,Carol,pen,red,22
2423,Eve,pen,red,33
2424,Alice,pen,black,55
2425,Ger,eraser,orange,13
2426,Bob,eraser,green,96
2427,Dan,paper,black,82
2428,Harriet,paint,blue,95
2429,Ger,pen,green,59
2430,Dan,card,purple,44
2431,Bob,card,red,6
2432,Bob,paint,blue,74
2433,Dan,card,purple,84
2434,Alice,pen,orange,14
2435,Alice,pencil,white,21
2436,Alice,paint,black,62
2437,Dan,card,purple,93
2438,Fred,pencil,green,52
2439,Harriet,pencil,purple,95
2440,Harriet,paint,purple,95
2441,Eve,pencil,pink,79
2442,Ger,paint,orange,77
2443,Alice,paper,black,55
2444,Dan,paint,orange,75
2445,Dan,pen,orange,97
2446,Ger,eraser,orange,67
2447,Carol,pen,pink,78
2448,Bob,paint,blue,55
2449,Eve,pen,green,81
2450,Ger,paper,blue,55
2451,Carol,pencil,pink,53
2452,Fred,eraser,blue,77
2453,Carol,pencil,blue,56
2454,Eve,pencil,pink,15
2455,Eve,card,orange,6
2456,Ger,eraser,green,93
2457,Bob,paint,orange,15
2458,Ger,paint,white,88
2459,Eve,card,green,2
2460,Ger,pen,orange,68
2461,Carol,paper,red,7
2462,Bob,paint,black,76
2463,Ger,eraser,green,92
2464,Fred,pencil,pink,22
2465,Alice,paper,green,54
2466,Dan,paper,white,58
2467,Bob,pencil,blue,63
2468,Ger,pen,black,12
2469,Bob,pencil,pink,11
2470,Harriet,pencil,green,76
2471,Eve,card,purple,94
2472,Ger,paint,blue,2
2473,Dan,paper,orange,52
2474,Eve,pen,green,76
2475,Dan,card,red,68
2476,Ger,card,blue,7
2477,Bob,eraser,white,29
2478,Eve,pen,orange,17
2479,Dan,eraser,black,16
2480,Carol,pen,red,93
2481,Carol,pencil,pink,58
2482,Harriet,card,purple,7
2483,Alice,paint,purple,87
2484,Fred,eraser,orange,49
2485,Alice,paper,red,3
2486,Harriet,paint,blue,28
2487,Carol,paper,orange,60
2488,Alice,card,white,77
2489,Carol,eraser,orange,93
2490,Bob,card,pink,50
2491,Alice,pen,purple,20
2492,Alice,eraser,orange,71
2493,Alice,card,white,54
2494,Carol,card,orange,5
2495,Dan,paint,purple,54
2496,Alice,pencil,green,19
2497,Alice,paper,purple,27
2498,Carol,paint,red,46
2499,Bob,pen,black,25
2500,Dan,paper,purple,63
2501,Harriet,paint,white,20
2502,Bob,card,white,98
2503,Carol,card,black,2
2504,Alice,pen,white,53
2505,Alice,eraser,orange,65
2506,Dan,paint,blue,73
2507,Harriet,card,purple,85
2508,Ger,paint,green,37
2509,Bob,eraser,pink,40
2510,Eve,eraser,blue,62
2511,Carol,paper,black,69
2512,Fred,paper,orange,99
2513,Harriet,pen,orange,8
2514,Carol,pen,purple,39
2515,Bob,paper,purple,43
2516,Fred,pencil,orange,80
2517,Dan,pen,purple,37
2518,Fred,pencil,pink,63
2519,Ger,paint,blue,99
2520,Alice,paint,blue,61
2521,Bob,pen,pink,87
2522,Harriet,eraser,orange,62
2523,Bob,paint,orange,61
2524,Fred,paint,white,42
2525,Eve,eraser,pink,20
2526,Alice,pencil,orange,73
2527,Bob,pencil,red,84
2528,Ger,pen,black,67
2529,Alice,pen,pink,88
2530,Eve,pencil,orange,55
2531,Bob,paint,orange,90
2532,Harriet,paint,red,69
2533,Alice,eraser,white,69
2534,Fred,pencil,orange,27
2535,Bob,paper,pink,3
2536,Fred,pen,orange,20
2537,Alice,pencil,white,45
2538,Fred,paint,pink,2
2539,Alice,eraser,purple,86
2540,Bob,paper,orange,26
2541,Dan,eraser,white,66
2542,Dan,pencil,purple,73
2543,Harriet,paint,pink,44
2544,Fred,paint,black,22
2545,Bob,pen,blue,5
2546,Ger,pencil,purple,13
2547,Harriet,pencil,white,91
2548,Harriet,paper,purple,72
2549,Dan,paper,black,13
2550,Ger,paper,pink,31
2551,Carol,eraser,blue,87
2552,Eve,paper,pink,78
2553,Fred,paper,orange,85
2554,Eve,card,green,37
2555,Harriet,paint,purple,15
2556,Eve,paper,purple,43
2557,Ger,eraser,black,27
2558,Bob,eraser,green,72
2559,Ger,pen,green,67
2560,Fred,paint,purple,99
2561,Alice,pencil,blue,29
2562,Alice,paint,blue,20
2563,Harriet,eraser,orange,5
2564,Dan,paint,red,93
2565,Eve,pencil,pink,12
2566,Eve,pen,pink,70
2567,Carol,paper,orange,50
2568,Ger,eraser,purple,66
2569,Harriet,card,white,97
2570,Eve,pen,orange,12
2571,Harriet,paint,white,80
2572,Bob,pen,purple,37
2573,Dan,pen,red,38
2574,Ger,pencil,blue,5
2575,Bob,pencil,white,14
2576,Ger,pen,white,53
2577,Dan,card,green,82
2578,Fred,pen,red,64
2579,Harriet,eraser,orange,18
2580,Ger,pen,blue,72
2581,Bob,paper,blue,86
2582,Dan,card,green,90
2583,Bob,pen,white,36
2584,Alice,paint,red,14
2585,Ger,paper,white,14
2586,Fred,pencil,pink,81
2587,Carol,pen,pink,91
2588,Bob,card,purple,57
2589,Fred,pen,green,86
2590,Alice,card,red,29
2591,Fred,eraser,pink,30
2592,Fred,eraser,pink,76
2593,Bob,paint,purple,16
2594,Carol,pen,green,18
2595,Carol,paint,white,62
2596,Eve,paper,purple,53
2597,Alice,eraser,purple,24
2598,Bob,paint,pink,10
2599,Fred,pen,pink,57
2600,Alice,pen,blue,100
2601,Alice,eraser,black,33
2602,Fred,pen,red,58
2603,Bob,card,red,20
2604,Eve,paint,green,48
2605,Dan,eraser,black,16
2606,Bob,pencil,white,23
2607,Dan,card,white,18
2608,Carol,card,blue,44
2609,Harriet,pen,blue,78
2610,Harriet,pen,purple,38
2611,Eve,card,blue,85
2612,Ger,paper,pink,1
2613,Eve,paint,blue,84
2614,Eve,card,white,51
2615,Fred,paper,orange,75
2616,Dan,pencil,black,67
2617,Ger,pen,blue,4
2618,Fred,paint,pink,70
2619,Ger,paper,purple,13
2620,Carol,pencil,red,97
2621,Harriet,pen,orange,15
2622,Harriet,pen,green,10
2623,Harriet,pen,white,38
2624,Ger,pen,purple,44
2625,Dan,paper,white,60
2626,Carol,card,red,57
2627,Carol,paint,green,11
2628,Carol,eraser,blue,52
2629,Eve,pen,green,81
2630,Carol,pen,red,87
2631,Carol,pen,red,80
2632,Dan,paint,black,84
2633,Ger,paper,green,46
2634,Ger,paper,white,6
2635,Bob,pen,white,50
2636,Carol,pen,blue,60
2637,Ger,pen,pink,35
2638,Fred,eraser,pink,56
2639,Ger,pencil,white,92
2640,Carol,paint,purple,3
2641,Carol,pen,pink,92
2642,Eve,eraser,pink,32
2643,Eve,paint,green,36
2644,Eve,card,orange,72
2645,Ger,pen,pink,68
2646,Ger,pencil,green,31
2647,Bob,card,white,59
2648,Harriet,paint,green,80
2649,Bob,pencil,orange,66
2650,Bob,card,blue,97
2651,Fred,eraser,purple,11
2652,Harriet,eraser,white,33
2653,Ger,paper,orange,85
2654,Alice,paint,orange,31
2655,Harriet,card,blue,46
2656,Carol,paper,pink,88
2657,Carol,paint,red,32
2658,Harriet,card,blue,28
2659,Eve,pen,black,44
2660,Fred,pencil,purple,31
2661,Fred,paint,blue,64
2662,Harriet,pencil,green,69
2663,Eve,paper,black,81
2664,Carol,paper,black,45
2665,Carol,pencil,green,29
2666,Ger,paper,purple,59
2667,Carol,pencil,orange,52
2668,Dan,paint,green,54
2669,Carol,pen,blue,79
2670,Harriet,pen,pink,25
2671,Fred,paint,black,30
2672,Carol,pencil,orange,58
2673,Eve,pencil,orange,79
2674,Eve,paint,purple,68
2675,Fred,paper,pink,87
2676,Eve,eraser,red,76
2677,Ger,card,purple,85
2678,Harriet,pencil,purple,68
2679,Carol,paper,white,68
2680,Eve,pencil,pink,85
2681,Harriet,card,purple,2
2682,Fred,pencil,white,33
2683,Eve,eraser,white,38
2684,Bob,card,black,50
2685,Bob,eraser,blue,32
2686,Carol,paper,pink,16
2687,Bob,paper,purple,1
2688,Harriet,paper,white,26
2689,Carol,eraser,white,72
2690,Alice,card,blue,72
2691,Bob,eraser,purple,73
2692,Ger,eraser,purple,76
2693,Dan,pencil,green,60
2694,Eve,card,black,98
2695,Alice,pencil,orange,97
2696,Eve,pen,orange,23
2697,Fred,pen,purple,20
2698,Harriet,pen,purple,42
2699,Harriet,pencil,black,16
2700,Ger,paper,orange,28
2701,Harriet,eraser,green,87
2702,Alice,eraser,pink,90
2703,Dan,paper,purple,89
2704,Ger,eraser,green,25
2705,Dan,card,white,91
2706,Harriet,pen,blue,73
2707,Bob,eraser,red,27
2708,Harriet,paper,red,46
2709,Alice,paint,red,43
2710,Alice,paint,pink,79
2711,Dan,pencil,purple,96
2712,Eve,paper,black,89
2713,Dan,pencil,white,31
2714,Carol,paint,pink,14
2715,Dan,paint,black,87
2716,Harriet,paint,green,96
2717,Ger,paint,pink,70
2718,Alice,card,black,92
2719,Bob,paint,red,60
2720,Alice,pencil,red,68
2721,Alice,paint,blue,80
2722,Fred,pencil,white,32
2723,Ger,paper,orange,16
2724,Fred,card,blue,14
2725,Carol,pen,green,49
2726,Alice,eraser,blue,96
2727,Ger,paint,blue,13
2728,Carol,card,blue,14
2729,Bob,pencil,red,56
2730,Harriet,pencil,green,16
2731,Alice,card,black,36
2732,Fred,card,red,64
2733,Eve,paint,purple,32
2734,Carol,card,pink,66
2735,Fred,paper,pink,30
2736,Dan,paper,blue,49
2737,Fred,eraser,black,87
2738,Dan,eraser,red,100
2739,Harriet,pen,black,60
2740,Eve,pencil,purple,37
2741,Dan,card,orange,47
2742,Fred,pen,green,23
2743,Carol,paper,black,95
2744,Harriet,paper,black,6
2745,Alice,pencil,black,1
2746,Fred,paper,purple,17
2747,Dan,eraser,black,51
2748,Fred,pen,pink,52
2749,Harriet,pencil,blue,71
2750,Ger,eraser,orange,100
2751,Alice,pencil,blue,53
2752,Eve,pen,pink,99
2753,Dan,paint,pink,59
2754,Ger,pen,white,8
2755,Fred,eraser,blue,67
2756,Carol,eraser,purple,71
2757,Ger,paper,blue,9
2758,Alice,paint,blue,48
2759,Alice,card,purple,2
2760,Eve,eraser,pink,44
2761,Eve,card,pink,13
2762,Harriet,pencil,orange,41
2763,Carol,paint,green,29
2764,Eve,pen,black,20
2765,Dan,paint,green,68
2766,Carol,paper,black,23
2767,Dan,pencil,white,46
2768,Alice,paint,purple,11
2769,Carol,pencil,black,19
2770,Eve,pencil,orange,49
2771,Bob,card,green,100
2772,Eve,eraser,blue,60
2773,Eve,pencil,white,15
2774,Ger,card,blue,88
2775,Bob,eraser,red,87
2776,Bob,paint,green,73
2777,Harriet,paint,blue,6
2778,Fred,card,green,14
2779,Carol,pen,green,95
2780,Alice,pen,red,54
2781,Eve,paint,white,39
2782,Carol,paint,white,17
2783,Ger,card,black,57
2784,Harriet,card,black,96
2785,Dan,card,purple,42
2786,Ger,pen,pink,6
2787,Carol,card,orange,83
2788,Eve,paint,white,24
2789,Eve,eraser,white,60
2790,Eve,paint,white,87
2791,Alice,eraser,red,65
2792,Alice,paper,green,54
2793,Carol,card,white,40
2794,Fred,pencil,green,58
2795,Bob,pen,orange,79
2796,Bob,card,orange,81
2797,Ger,pen,orange,81
2798,Fred,paint,purple,27
2799,Harriet,paper,green,91
2800,Carol,pen,orange,88
2801,Ger,paper,pink,48
2802,Ger,paint,red,56
2803,Harriet,paint,green,45
2804,Bob,pen,blue,7
2805,Dan,pen,blue,14
2806,Eve,pen,purple,4
2807,Fred,eraser,red,24
2808,Fred,card,white,14
2809,Ger,pen,green,16
2810,Ger,pencil,green,64
2811,Eve,paper,orange,8
2812,Bob,pencil,white,87
2813,Alice,card,orange,33
2814,Eve,eraser,pink,100
2815,Alice,pen,black,38
2816,Dan,pen,green,17
2817,Eve,pencil,black,65
2818,Carol,eraser,black,20
2819,Eve,card,orange,26
2820,Carol,eraser,purple,35
2821,Ger,paint,black,90
2822,Alice,paper,black,55
2823,Carol,pen,red,23
2824,Alice,pencil,white,54
2825,Bob,card,orange,80
2826,Fred,paint,green,34
2827,Harriet,eraser,red,29
2828,Harriet,paint,black,82
2829,Bob,eraser,orange,95
2830,Eve,pen,orange,81
2831,Carol,pencil,red,3
2832,Harriet,card,pink,38
2833,Carol,card,red,91
2834,Eve,paint,red,12
2835,Harriet,paper,orange,30
2836,Alice,card,blue,40
2837,Dan,pencil,green,54
2838,Carol,pencil,green,74
2839,Dan,paper,orange,48
2840,Carol,paint,green,56
2841,Carol,pencil,white,56
2842,Eve,pen,red,49
2843,Eve,pen,white,11
2844,Eve,pencil,blue,58
2845,Eve,eraser,blue,82
2846,Harriet,paint,orange,31
2847,Carol,eraser,red,98
2848,Bob,eraser,black,35
2849,Harriet,eraser,pink,45
2850,Carol,pencil,black,85
2851,Dan,paint,green,94
2852,Bob,card,red,5
2853,Harriet,paper,black,2
2854,Alice,card,red,62
2855,Dan,eraser,green,89
2856,Alice,pen,green,1
2857,Alice,paper,pink,14
2858,Eve,paint,blue,59
2859,Harriet,paint,blue,79
2860,Carol,pen,pink,80
2861,Bob,card,black,49
2862,Harriet,pencil,blue,69
2863,Carol,paint,green,58
2864,Ger,card,black,89
2865,Fred,pencil,orange,17
2866,Bob,paint,blue,29
2867,Ger,pen,orange,39
2868,Harriet,pencil,pink,7
2869,Ger,paint,purple,46
2870,Eve,paper,orange,53
2871,Carol,pencil,pink,32
2872,Fred,pencil,white,44
2873,Carol,paint,blue,41
2874,Harriet,card,orange,7
2875,Harriet,paper,pink,59
2876,Dan,pen,black,69
2877,Dan,pencil,purple,55
2878,Harriet,card,green,55
2879,Ger,eraser,white,79
2880,Ger,pencil,green,11
2881,Fred,paper,blue,25
2882,Fred,pencil,purple,57
2883,Fred,eraser,blue,55
2884,Ger,pen,black,41
2885,Fred,card,blue,60
2886,Dan,pencil,black,16
2887,Carol,pencil,red,45
2888,Fred,eraser,red,48
2889,Bob,paper,green,17
2890,Alice,pen,black,86
2891,Eve,pen,blue,24
2892,Alice,card,purple,28
2893,Dan,card,pink,8
2894,Fred,paper,orange,38
2895,Dan,pen,orange,18
2896,Bob,card,orange,64
2897,Fred,pen,red,12
2898,Dan,paper,blue,42
2899,Alice,card,purple,71
2900,Alice,eraser,blue,37
2901,Eve,pen,purple,2
2902,Alice,paint,orange,38
2903,Alice,card,red,54
2904,Bob,pen,white,50
2905,Bob,paint,red,89
2906,Bob,pen,green,75
2907,Eve,pen,green,4
2908,Harriet,paint,pink,10
2909,Dan,eraser,black,45
2910,Carol,eraser,purple,1
2911,Ger,pen,purple,59
2912,Carol,card,black,89
2913,Carol,paint,pink,56
2914,Alice,eraser,pink,12
2915,Dan,paint,pink,5
2916,Fred,eraser,purple,62
2917,Eve,paper,green,5
2918,Ger,paper,blue,96
2919,Carol,eraser,green,99
2920,Eve,card,pink,11
2921,Eve,paper,purple,11
2922,Eve,eraser,red,61
2923,Harriet,eraser,orange,68
2924,Alice,pen,red,29
2925,Bob,eraser,red,64
2926,Harriet,eraser,black,62
2927,Bob,paper,purple,37
2928,Carol,paper,pink,8
2929,Eve,pen,red,62
2930,Bob,pencil,black,97
2931,Dan,eraser,white,13
2932,Ger,paint,pink,83
2933,Harriet,card,pink,25
2934,Eve,pen,black,74
2935,Ger,card,green,20
2936,Eve,paper,green,71
2937,Eve,eraser,red,81
2938,Fred,pen,white,13
2939,Harriet,paper,blue,5
2940,Alice,eraser,purple,21
2941,Eve,card,white,63
2942,Fred,card,green,77
2943,Eve,pencil,black,94
2944,Fred,eraser,pink,42
2945,Eve,pencil,red,38
2946,Carol,card,green,71
2947,Alice,paper,pink,91
2948,Ger,paper,white,30
2949,Carol,eraser,red,62
2950,Alice,pen,orange,27
2951,Dan,paper,red,5
2952,Eve,pencil,purple,17
2953,Ger,pencil,pink,46
2954,Carol,paint,red,16
2955,Harriet,eraser,red,31
2956,Fred,pencil,white,58
2957,Eve,paint,pink,44
2958,Harriet,paint,green,33
2959,Alice,pencil,pink,48
2960,Carol,pencil,red,65
2961,Fred,card,pink,89
2962,Eve,pencil,white,48
2963,Harriet,pen,blue,51
2964,Fred,card,white,35
2965,Fred,card,green,4
2966,Carol,paper,white,33
2967,Dan,card,red,14
2968,Carol,paper,purple,40
2969,Eve,paint,green,76
2970,Carol,paper,pink,7
2971,Eve,card,green,24
2972,Fred,paper,blue,44
2973,Ger,paint,white,45
2974,Bob,paper,green,70
2975,Fred,paint,purple,29
2976,Ger,paper,blue,13
2977,Eve,paper,pink,45
2978,Fred,paper,orange,79
2979,Harriet,eraser,purple,25
2980,Dan,eraser,orange,69
2981,Carol,eraser,green,87
2982,Fred,card,red,22
2983,Carol,eraser,red,94
2984,Eve,paint,orange,39
2985,Harriet,eraser,red,73
2986,Fred,pen,red,26
2987,Harriet,pencil,purple,39
2988,Bob,pencil,orange,11
2989,Alice,eraser,orange,99
2990,Carol,pencil,blue,7
2991,Harriet,pencil,white,97
2992,Ger,card,purple,34
2993,Ger,paper,blue,36
2994,Bob,eraser,black,27
2995,Eve,eraser,red,9
2996,Harriet,eraser,pink,50
2997,Ger,eraser,white,14
2998,Fred,card,orange,2
2999,Alice,pen,red,34
3000,Dan,paper,pink,19
